h3_start,hour,trip_count
892a100ad4bffff,17,69
892a100ad4bffff,18,55
892a100ad4bffff,19,47
892a100ad4bffff,20,30
892a100ad4bffff,21,29
892a100ad4bffff,22,16
892a100ad4bffff,23,21
892a100ad53ffff,2,1
892a100ad53ffff,3,1
892a100ad53ffff,4,2
892a100ad53ffff,5,7
892a100ad53ffff,7,3
892a100ad53ffff,8,1
892a100ad53ffff,12,1
892a100ad53ffff,13,3
892a100ad53ffff,14,3
892a100ad53ffff,15,6
892a100ad53ffff,16,3
892a100ad53ffff,17,1
892a100ad53ffff,18,1
892a100ad53ffff,19,3
892a100ad57ffff,0,28
892a100ad57ffff,1,10
892a100ad57ffff,2,13
892a100ad57ffff,3,18
892a100ad57ffff,4,19
892a100ad57ffff,5,13
892a100ad57ffff,6,10
892a100ad57ffff,7,92
892a100ad57ffff,8,84
892a100ad57ffff,9,54
892a100ad57ffff,10,45
892a100ad57ffff,11,34
892a100ad57ffff,12,47
892a100ad57ffff,13,96
892a100ad57ffff,14,86
892a100ad57ffff,15,109
892a100ad57ffff,16,133
892a100ad57ffff,17,94
892a100ad57ffff,18,72
892a100ad57ffff,19,60
892a100ad57ffff,20,78
892a100ad57ffff,21,55
892a100ad57ffff,22,40
892a100ad57ffff,23,37
892a100ad5bffff,0,25
892a100ad5bffff,1,31
892a100ad5bffff,2,21
892a100ad5bffff,3,6
892a100ad5bffff,4,9
892a100ad5bffff,5,13
892a100ad5bffff,6,18
892a100ad5bffff,7,43
892a100ad5bffff,8,103
892a100ad5bffff,9,56
892a100ad5bffff,10,39
892a100ad5bffff,11,81
892a100ad5bffff,12,64
892a100ad5bffff,13,111
892a100ad5bffff,14,156
892a100ad5bffff,15,188
892a100ad5bffff,16,112
892a100ad5bffff,17,144
892a100ad5bffff,18,90
892a100ad5bffff,19,80
892a100ad5bffff,20,73
892a100ad5bffff,21,57
892a100ad5bffff,22,51
892a100ad5bffff,23,52
892a100ad63ffff,0,24
892a100ad63ffff,1,12
892a100ad63ffff,2,9
892a100ad63ffff,3,7
892a100ad63ffff,4,6
892a100ad63ffff,5,20
892a100ad63ffff,6,20
892a100ad63ffff,7,84
892a100ad63ffff,8,60
892a100ad63ffff,9,25
892a100ad63ffff,10,48
892a100ad63ffff,11,48
892a100ad63ffff,12,45
892a100ad63ffff,13,68
892a100ad63ffff,14,60
892a100ad63ffff,15,97
892a100ad63ffff,16,79
892a100ad63ffff,17,114
892a100ad63ffff,18,81
892a100ad63ffff,19,59
892a100ad63ffff,20,43
892a100ad63ffff,21,47
892a100ad63ffff,22,50
892a100ad63ffff,23,26
892a100ad67ffff,0,27
892a100ad67ffff,1,12
892a100ad67ffff,2,6
892a100ad67ffff,3,11
892a100ad67ffff,4,5
892a100ad67ffff,5,15
892a100ad67ffff,6,25
892a100ad67ffff,7,51
892a100ad67ffff,8,38
892a100ad67ffff,9,42
892a100ad67ffff,10,20
892a100ad67ffff,11,31
892a100ad67ffff,12,40
892a100ad67ffff,13,56
892a100ad67ffff,14,59
892a100ad67ffff,15,56
892a100ad67ffff,16,77
892a100ad67ffff,17,79
892a100ad67ffff,18,67
892a100ad67ffff,19,63
892a100ad67ffff,20,51
892a100ad67ffff,21,44
892a100ad67ffff,22,58
892a100ad67ffff,23,40
892a100ad6bffff,0,36
892a100ad6bffff,1,9
892a100ad6bffff,2,7
892a100ad6bffff,3,5
892a100ad6bffff,4,20
892a100ad6bffff,5,29
892a100ad6bffff,6,17
892a100ad6bffff,7,100
892a100ad6bffff,8,96
892a100ad6bffff,9,42
892a100ad6bffff,10,38
892a100ad6bffff,11,36
892a100ad6bffff,12,51
892a100ad6bffff,13,67
892a100ad6bffff,14,74
892a100ad6bffff,15,63
892a100ad6bffff,16,83
892a100ad6bffff,17,63
892a100ad6bffff,18,71
892a100ad6bffff,19,50
892a100ad6bffff,20,58
892a100ad6bffff,21,55
892a100ad6bffff,22,41
892a100ad6bffff,23,35
892a100ad73ffff,0,11
892a100ad73ffff,1,5
892a100ad73ffff,2,4
892a100ad73ffff,3,2
892a100ad73ffff,4,6
892a100ad73ffff,5,1
892a100ad73ffff,6,6
892a100ad73ffff,7,18
892a100ad73ffff,8,43
892a100ad73ffff,9,14
892a100ad73ffff,10,16
892a100ad73ffff,11,26
892a100ad73ffff,12,26
892a100ad73ffff,13,37
892a100ad73ffff,14,46
892a100ad73ffff,15,52
892a100ad73ffff,16,58
892a100ad73ffff,17,65
892a100ad73ffff,18,80
892a100ad73ffff,19,38
892a100ad73ffff,20,35
892a100ad73ffff,21,38
892a100ad73ffff,22,33
892a100ad73ffff,23,17
892a100ad77ffff,0,17
892a100ad77ffff,1,8
892a100ad77ffff,2,8
892a100ad77ffff,3,4
892a100ad77ffff,4,3
892a100ad77ffff,5,3
892a100ad77ffff,6,40
892a100ad77ffff,7,64
892a100ad77ffff,8,36
892a100ad77ffff,9,37
892a100ad77ffff,10,29
892a100ad77ffff,11,17
892a100ad77ffff,12,38
892a100ad77ffff,13,35
892a100ad77ffff,14,66
892a100ad77ffff,15,75
892a100ad77ffff,16,56
892a100ad77ffff,17,60
892a100ad77ffff,18,70
892a100ad77ffff,19,65
892a100ad77ffff,20,54
892a100ad77ffff,21,50
892a100ad77ffff,22,35
892a100ad77ffff,23,25
892a100ad7bffff,0,92
892a100ad7bffff,1,51
892a100ad7bffff,2,26
892a100ad7bffff,3,21
892a100ad7bffff,4,28
892a100ad7bffff,5,39
892a100ad7bffff,6,38
892a100ad7bffff,7,192
892a100ad7bffff,8,148
892a100ad7bffff,9,63
892a100ad7bffff,10,95
892a100ad7bffff,11,133
892a100ad7bffff,12,104
892a100ad7bffff,13,150
892a100ad7bffff,14,224
892a100ad7bffff,15,244
892a100ad7bffff,16,267
892a100ad7bffff,17,245
892a100ad7bffff,18,196
892a100ad7bffff,19,199
892a100ad7bffff,20,201
892a100ad7bffff,21,193
892a100ad7bffff,22,180
892a100ad7bffff,23,103
892a100ad83ffff,8,2
892a100ad83ffff,12,1
892a100ad83ffff,13,1
892a100ad83ffff,15,1
892a100ad83ffff,16,2
892a100ad83ffff,17,1
892a100ad83ffff,18,1
892a100ad83ffff,19,1
892a100ad83ffff,23,1
892a100ad8bffff,0,1
892a100ad8bffff,1,1
892a100ad8bffff,7,1
892a100ad8bffff,8,2
892a100ad8bffff,9,1
892a100ad8bffff,12,2
892a100ad8bffff,13,2
892a100ad8bffff,14,2
892a100ad8bffff,15,1
892a100ad8bffff,16,1
892a100ad8bffff,19,1
892a100ad8bffff,21,3
892a100ad8fffff,0,20
892a100ad8fffff,1,2
892a100ad8fffff,2,3
892a100ad8fffff,3,3
892a100ad8fffff,6,3
892a100ad8fffff,7,11
892a100ad8fffff,8,13
892a100ad8fffff,9,7
892a100ad8fffff,10,4
892a100ad8fffff,11,7
892a100ad8fffff,12,16
892a100ad8fffff,13,15
892a100ad8fffff,14,26
892a100ad8fffff,15,41
892a100ad8fffff,16,30
892a100ad8fffff,17,17
892a100ad8fffff,18,28
892a100ad8fffff,19,21
892a100ad8fffff,20,15
892a100ad8fffff,21,16
892a100ad8fffff,22,14
892a100ad8fffff,23,13
892a100ad9bffff,0,1
892a100ad9bffff,1,1
892a100ad9bffff,4,1
892a100ad9bffff,5,1
892a100ad9bffff,6,1
892a100ad9bffff,7,3
892a100ad9bffff,8,8
892a100ad9bffff,9,4
892a100ad9bffff,10,4
892a100ad9bffff,11,2
892a100ad9bffff,12,2
892a100ad9bffff,13,4
892a100ad9bffff,14,1
892a100ad9bffff,15,2
892a100ad9bffff,16,5
892a100ad9bffff,17,2
892a100ad9bffff,18,5
892a100ad9bffff,19,8
892a100ad9bffff,20,1
892a100ad9bffff,21,3
892a100ad9bffff,22,2
892a100ad9bffff,23,2
892a100adc3ffff,0,1
892a100adc3ffff,1,2
892a100adc3ffff,3,1
892a100adc3ffff,4,3
892a100adc3ffff,5,1
892a100adc3ffff,7,10
892a100adc3ffff,8,9
892a100adc3ffff,9,1
892a100adc3ffff,10,2
892a100adc3ffff,11,4
892a100adc3ffff,12,8
892a100adc3ffff,13,11
892a100adc3ffff,14,3
892a100adc3ffff,15,5
892a100adc3ffff,16,9
892a100adc3ffff,17,6
892a100adc3ffff,18,3
892a100adc3ffff,19,7
892a100adc3ffff,20,12
892a100adc3ffff,21,5
892a100adc3ffff,22,4
892a100adc3ffff,23,3
892a100adc7ffff,0,3
892a100adc7ffff,1,1
892a100adc7ffff,6,1
892a100adc7ffff,7,3
892a100adc7ffff,8,6
892a100adc7ffff,9,1
892a100adc7ffff,10,2
892a100adc7ffff,11,4
892a100adc7ffff,12,2
892a100adc7ffff,13,5
892a100adc7ffff,14,5
892a100adc7ffff,15,4
892a100adc7ffff,16,3
892a100adc7ffff,17,1
892a100adc7ffff,18,6
892a100adc7ffff,19,2
892a100adc7ffff,20,2
892a100adc7ffff,22,1
892a100adc7ffff,23,3
892a100adcbffff,0,1
892a100adcbffff,1,2
892a100adcbffff,2,2
892a100adcbffff,4,1
892a100adcbffff,6,1
892a100adcbffff,7,2
892a100adcbffff,8,1
892a100adcbffff,9,8
892a100adcbffff,10,3
892a100adcbffff,11,1
892a100adcbffff,12,5
892a100adcbffff,13,7
892a100adcbffff,14,6
892a100adcbffff,15,6
892a100adcbffff,16,11
892a100adcbffff,17,4
892a100adcbffff,18,6
892a100adcbffff,19,6
892a100adcbffff,20,3
892a100adcbffff,21,4
892a100adcbffff,22,2
892a100adcbffff,23,4
892a100adcfffff,0,2
892a100adcfffff,2,1
892a100adcfffff,4,1
892a100adcfffff,5,3
892a100adcfffff,6,1
892a100adcfffff,7,17
892a100adcfffff,8,5
892a100adcfffff,9,5
892a100adcfffff,10,4
892a100adcfffff,11,3
892a100adcfffff,12,5
892a100adcfffff,13,9
892a100adcfffff,14,8
892a100adcfffff,15,11
892a100adcfffff,16,4
892a100adcfffff,17,5
892a100adcfffff,18,2
892a100adcfffff,19,3
892a100adcfffff,20,3
892a100adcfffff,22,3
892a100adcfffff,23,3
892a100add3ffff,1,1
892a100add3ffff,2,1
892a100add3ffff,7,3
892a100add3ffff,8,7
892a100add3ffff,9,6
892a100add3ffff,10,3
892a100add3ffff,11,2
892a100add3ffff,12,1
892a100add3ffff,13,3
892a100add3ffff,14,6
892a100add3ffff,15,13
892a100add3ffff,16,10
892a100add3ffff,17,1
892a100add3ffff,18,4
892a100add3ffff,19,2
892a100add3ffff,20,1
892a100add3ffff,22,4
892a100add3ffff,23,2
892a100add7ffff,0,3
892a100add7ffff,1,3
892a100add7ffff,2,3
892a100add7ffff,3,1
892a100add7ffff,4,1
892a100add7ffff,6,1
892a100add7ffff,7,11
892a100add7ffff,8,10
892a100add7ffff,9,15
892a100add7ffff,10,12
892a100add7ffff,11,15
892a100add7ffff,12,15
892a100add7ffff,13,10
892a100add7ffff,14,14
892a100add7ffff,15,12
892a100add7ffff,16,12
892a100add7ffff,17,13
892a100add7ffff,18,5
892a100add7ffff,20,3
892a100add7ffff,21,3
892a100add7ffff,22,5
892a100add7ffff,23,5
892a100addbffff,0,4
892a100addbffff,1,1
892a100addbffff,2,1
892a100addbffff,3,1
892a100addbffff,5,3
892a100addbffff,6,4
892a100addbffff,7,12
892a100addbffff,8,15
892a100addbffff,9,6
892a100addbffff,10,4
892a100addbffff,11,5
892a100addbffff,12,5
892a100addbffff,13,6
892a100addbffff,14,15
892a100addbffff,15,10
892a100addbffff,16,5
892a100addbffff,17,14
892a100addbffff,18,2
892a100addbffff,20,1
892a100addbffff,21,3
892a100addbffff,22,14
892a100ae07ffff,0,23
892a100ae07ffff,1,24
892a100ae07ffff,2,17
892a100ae07ffff,3,12
892a100ae07ffff,4,15
892a100ae07ffff,5,19
892a100ae07ffff,6,84
892a100ae07ffff,7,115
892a100ae07ffff,8,65
892a100ae07ffff,9,57
892a100ae07ffff,10,65
892a100ae07ffff,11,78
892a100ae07ffff,12,83
892a100ae07ffff,13,105
892a100ae07ffff,14,134
892a100ae07ffff,15,162
892a100ae07ffff,16,144
892a100ae07ffff,17,182
892a100ae07ffff,18,159
892a100ae07ffff,19,111
892a100ae07ffff,20,104
892a100ae07ffff,21,79
892a100ae07ffff,22,66
892a100ae07ffff,23,38
892a100ae0bffff,0,10
892a100ae0bffff,1,6
892a100ae0bffff,2,5
892a100ae0bffff,3,7
892a100ae0bffff,4,4
892a100ae0bffff,5,16
892a100ae0bffff,6,62
892a100ae0bffff,7,150
892a100ae0bffff,8,113
892a100ae0bffff,9,84
892a100ae0bffff,10,76
892a100ae0bffff,11,82
892a100ae0bffff,12,90
892a100ae0bffff,13,75
892a100ae0bffff,14,119
892a100ae0bffff,15,117
892a100ae0bffff,16,90
892a100ae0bffff,17,146
892a100ae0bffff,18,116
892a100ae0bffff,19,96
892a100ae0bffff,20,50
892a100ae0bffff,21,38
892a100ae0bffff,22,30
892a100ae0bffff,23,38
892a100ae0fffff,0,38
892a100ae0fffff,1,14
892a100ae0fffff,2,8
892a100ae0fffff,3,8
892a100ae0fffff,4,20
892a100ae0fffff,5,31
892a100ae0fffff,6,104
892a100ae0fffff,7,109
892a100ae0fffff,8,103
892a100ae0fffff,9,107
892a100ae0fffff,10,79
892a100ae0fffff,11,77
892a100ae0fffff,12,114
892a100ae0fffff,13,133
892a100ae0fffff,14,132
892a100ae0fffff,15,186
892a100ae0fffff,16,145
892a100ae0fffff,17,156
892a100ae0fffff,18,143
892a100ae0fffff,19,113
892a100ae0fffff,20,71
892a100ae0fffff,21,91
892a100ae0fffff,22,63
892a100ae0fffff,23,45
892a100ae17ffff,0,37
892a100ae17ffff,1,21
892a100ae17ffff,2,15
892a100ae17ffff,3,25
892a100ae17ffff,4,23
892a100ae17ffff,5,18
892a100ae17ffff,6,56
892a100ae17ffff,7,133
892a100ae17ffff,8,101
892a100ae17ffff,9,83
892a100ae17ffff,10,118
892a100ae17ffff,11,120
892a100ae17ffff,12,150
892a100ae17ffff,13,149
892a100ae17ffff,14,240
892a100ae17ffff,15,243
892a100ae17ffff,16,202
892a100ae17ffff,17,222
892a100ae17ffff,18,202
892a100ae17ffff,19,173
892a100ae17ffff,20,125
892a100ae17ffff,21,97
892a100ae17ffff,22,67
892a100ae17ffff,23,77
892a100ae1bffff,0,53
892a100ae1bffff,1,43
892a100ae1bffff,2,31
892a100ae1bffff,3,26
892a100ae1bffff,4,19
892a100ae1bffff,5,61
892a100ae1bffff,6,179
892a100ae1bffff,7,242
892a100ae1bffff,8,222
892a100ae1bffff,9,200
892a100ae1bffff,10,142
892a100ae1bffff,11,150
892a100ae1bffff,12,170
892a100ae1bffff,13,185
892a100ae1bffff,14,226
892a100ae1bffff,15,250
892a100ae1bffff,16,246
892a100ae1bffff,17,250
892a100ae1bffff,18,229
892a100ae1bffff,19,196
892a100ae1bffff,20,158
892a100ae1bffff,21,110
892a100ae1bffff,22,109
892a100ae1bffff,23,68
892a100ae23ffff,0,19
892a100ae23ffff,1,12
892a100ae23ffff,2,6
892a100ae23ffff,3,7
892a100ae23ffff,4,2
892a100ae23ffff,5,2
892a100ae23ffff,6,17
892a100ae23ffff,7,25
892a100ae23ffff,8,33
892a100ae23ffff,9,41
892a100ae23ffff,10,42
892a100ae23ffff,11,45
892a100ae23ffff,12,40
892a100ae23ffff,13,45
892a100ae23ffff,14,58
892a100ae23ffff,15,92
892a100ae23ffff,16,85
892a100ae23ffff,17,69
892a100ae23ffff,18,70
892a100ae23ffff,19,39
892a100ae23ffff,20,32
892a100ae23ffff,21,34
892a100ae23ffff,22,27
892a100ae23ffff,23,19
892a100ae2bffff,0,46
892a100ae2bffff,1,29
892a100ae2bffff,2,25
892a100ae2bffff,3,19
892a100ae2bffff,4,15
892a100ae2bffff,5,19
892a100ae2bffff,6,33
892a100ae2bffff,7,51
892a100ae2bffff,8,91
892a100ae2bffff,9,73
892a100ae2bffff,10,76
892a100ae2bffff,11,64
892a100ae2bffff,12,77
892a100ae2bffff,13,88
892a100ae2bffff,14,96
892a100ae2bffff,15,122
892a100ae2bffff,16,101
892a100ae2bffff,17,120
892a100ae2bffff,18,109
892a100ae2bffff,19,83
892a100ae2bffff,20,83
892a100ae2bffff,21,55
892a100ae2bffff,22,62
892a100ae2bffff,23,36
892a100ae2fffff,0,41
892a100ae2fffff,1,31
892a100ae2fffff,2,11
892a100ae2fffff,3,4
892a100ae2fffff,4,10
892a100ae2fffff,5,2
892a100ae2fffff,6,20
892a100ae2fffff,7,44
892a100ae2fffff,8,63
892a100ae2fffff,9,41
892a100ae2fffff,10,80
892a100ae2fffff,11,71
892a100ae2fffff,12,64
892a100ae2fffff,13,63
892a100ae2fffff,14,96
892a100ae2fffff,15,112
892a100ae2fffff,16,119
892a100ae2fffff,17,127
892a100ae2fffff,18,132
892a100ae2fffff,19,110
892a100ae2fffff,20,79
892a100ae2fffff,21,49
892a100ae2fffff,22,43
892a100ae2fffff,23,59
892a100ae3bffff,0,22
892a100ae3bffff,1,23
892a100ae3bffff,2,12
892a100ae3bffff,3,8
892a100ae3bffff,4,8
892a100ae3bffff,5,15
892a100ae3bffff,6,62
892a100ae3bffff,7,38
892a100ae3bffff,8,45
892a100ae3bffff,9,33
892a100ae3bffff,10,41
892a100ae3bffff,11,50
892a100ae3bffff,12,46
892a100ae3bffff,13,58
892a100ae3bffff,14,77
892a100ae3bffff,15,90
892a100ae3bffff,16,75
892a100ae3bffff,17,83
892a100ae3bffff,18,65
892a100ae3bffff,19,58
892a100ae3bffff,20,49
892a100ae3bffff,21,45
892a100ae3bffff,22,35
892a100ae3bffff,23,26
892a100ae63ffff,0,84
892a100ae63ffff,1,51
892a100ae63ffff,2,33
892a100ae63ffff,3,25
892a100ae63ffff,4,20
892a100ae63ffff,5,71
892a100ae63ffff,6,153
892a100ae63ffff,7,260
892a100ae63ffff,8,265
892a100ae63ffff,9,203
892a100ae63ffff,10,176
892a100ae63ffff,11,193
892a100ae63ffff,12,243
892a100ae63ffff,13,283
892a100ae63ffff,14,263
892a100ae63ffff,15,288
892a100ae63ffff,16,321
892a100ae63ffff,17,349
892a100ae63ffff,18,312
892a100ae63ffff,19,234
892a100ae63ffff,20,188
892a100ae63ffff,21,183
892a100ae63ffff,22,123
892a100ae63ffff,23,100
892a100ae67ffff,0,45
892a100ae67ffff,1,44
892a100ae67ffff,2,43
892a100ae67ffff,3,19
892a100ae67ffff,4,18
892a100ae67ffff,5,9
892a100ae67ffff,6,23
892a100ae67ffff,7,106
892a100ae67ffff,8,104
892a100ae67ffff,9,80
892a100ae67ffff,10,72
892a100ae67ffff,11,83
892a100ae67ffff,12,118
892a100ae67ffff,13,172
892a100ae67ffff,14,165
892a100ae67ffff,15,156
892a100ae67ffff,16,153
892a100ae67ffff,17,136
892a100ae67ffff,18,134
892a100ae67ffff,19,128
892a100ae67ffff,20,124
892a100ae67ffff,21,97
892a100ae67ffff,22,109
892a100ae67ffff,23,74
892a100ae73ffff,0,27
892a100ae73ffff,1,9
892a100ae73ffff,2,12
892a100ae73ffff,3,8
892a100ae73ffff,4,22
892a100ae73ffff,5,29
892a100ae73ffff,6,97
892a100ae73ffff,7,137
892a100ae73ffff,8,143
892a100ae73ffff,9,105
892a100ae73ffff,10,82
892a100ae73ffff,11,92
892a100ae73ffff,12,115
892a100ae73ffff,13,111
892a100ae73ffff,14,134
892a100ae73ffff,15,141
892a100ae73ffff,16,130
892a100ae73ffff,17,142
892a100ae73ffff,18,134
892a100ae73ffff,19,98
892a100ae73ffff,20,84
892a100ae73ffff,21,68
892a100ae73ffff,22,67
892a100ae73ffff,23,48
892a100ae77ffff,0,54
892a100ae77ffff,1,31
892a100ae77ffff,2,25
892a100ae77ffff,3,33
892a100ae77ffff,4,17
892a100ae77ffff,5,21
892a100ae77ffff,6,51
892a100ae77ffff,7,138
892a100ae77ffff,8,191
892a100ae77ffff,9,156
892a100ae77ffff,10,161
892a100ae77ffff,11,178
892a100ae77ffff,12,210
892a100ae77ffff,13,232
892a100ae77ffff,14,264
892a100ae77ffff,15,269
892a100ae77ffff,16,262
892a100ae77ffff,17,317
892a100ae77ffff,18,369
892a100ae77ffff,19,282
892a100ae77ffff,20,261
892a100ae77ffff,21,171
892a100ae77ffff,22,142
892a100ae77ffff,23,95
892a100ae7bffff,0,25
892a100ae7bffff,1,15
892a100ae7bffff,2,3
892a100ae7bffff,3,5
892a100ae7bffff,4,3
892a100ae7bffff,5,14
892a100ae7bffff,6,128
892a100ae7bffff,7,118
892a100ae7bffff,8,173
892a100ae7bffff,9,133
892a100ae7bffff,10,103
892a100ae7bffff,11,119
892a100ae7bffff,12,151
892a100ae7bffff,13,173
892a100ae7bffff,14,233
892a100ae7bffff,15,187
892a100ae7bffff,16,233
892a100ae7bffff,17,223
892a100ae7bffff,18,156
892a100ae7bffff,19,145
892a100ae7bffff,20,97
892a100ae7bffff,21,66
892a100ae7bffff,22,41
892a100ae7bffff,23,31
892a100ae83ffff,0,4
892a100ae83ffff,1,3
892a100ae83ffff,4,7
892a100ae83ffff,6,3
892a100ae83ffff,7,6
892a100ae83ffff,8,34
892a100ae83ffff,9,27
892a100ae83ffff,10,10
892a100ae83ffff,11,22
892a100ae83ffff,12,24
892a100ae83ffff,13,32
892a100ae83ffff,14,58
892a100ae83ffff,15,25
892a100ae83ffff,16,42
892a100ae83ffff,17,33
892a100ae83ffff,18,39
892a100ae83ffff,19,15
892a100ae83ffff,20,8
892a100ae83ffff,21,9
892a100ae83ffff,22,2
892a100ae83ffff,23,2
892a100ae8bffff,0,27
892a100ae8bffff,1,28
892a100ae8bffff,2,9
892a100ae8bffff,3,6
892a100ae8bffff,4,6
892a100ae8bffff,5,5
892a100ae8bffff,6,31
892a100ae8bffff,7,91
892a100ae8bffff,8,85
892a100ae8bffff,9,51
892a100ae8bffff,10,53
892a100ae8bffff,11,54
892a100ae8bffff,12,63
892a100ae8bffff,13,86
892a100ae8bffff,14,92
892a100ae8bffff,15,118
892a100ae8bffff,16,82
892a100ae8bffff,17,78
892a100ae8bffff,18,80
892a100ae8bffff,19,75
892a100ae8bffff,20,51
892a100ae8bffff,21,69
892a100ae8bffff,22,46
892a100ae8bffff,23,56
892a100ae8fffff,0,8
892a100ae8fffff,1,10
892a100ae8fffff,2,7
892a100ae8fffff,4,4
892a100ae8fffff,5,2
892a100ae8fffff,6,12
892a100ae8fffff,7,20
892a100ae8fffff,8,6
892a100ae8fffff,9,8
892a100ae8fffff,10,16
892a100ae8fffff,11,21
892a100ae8fffff,12,26
892a100ae8fffff,13,20
892a100ae8fffff,14,31
892a100ae8fffff,15,43
892a100ae8fffff,16,40
892a100ae8fffff,17,36
892a100ae8fffff,18,39
892a100ae8fffff,19,30
892a100ae8fffff,20,26
892a100ae8fffff,21,27
892a100ae8fffff,22,15
892a100ae8fffff,23,15
892a100ae93ffff,0,46
892a100ae93ffff,1,22
892a100ae93ffff,2,16
892a100ae93ffff,3,11
892a100ae93ffff,4,22
892a100ae93ffff,5,8
892a100ae93ffff,6,39
892a100ae93ffff,7,61
892a100ae93ffff,8,124
892a100ae93ffff,9,92
892a100ae93ffff,10,66
892a100ae93ffff,11,89
892a100ae93ffff,12,91
892a100ae93ffff,13,179
892a100ae93ffff,14,166
892a100ae93ffff,15,236
892a100ae93ffff,16,161
892a100ae93ffff,17,171
892a100ae93ffff,18,149
892a100ae93ffff,19,111
892a100ae93ffff,20,103
892a100ae93ffff,21,115
892a100ae93ffff,22,59
892a100ae93ffff,23,48
892a100ae9bffff,0,40
892a100ae9bffff,1,34
892a100ae9bffff,2,17
892a100ae9bffff,3,12
892a100ae9bffff,4,15
892a100ae9bffff,5,33
892a100ae9bffff,6,60
892a100ae9bffff,7,72
892a100ae9bffff,8,111
892a100ae9bffff,9,69
892a100ae9bffff,10,88
892a100ae9bffff,11,101
892a100ae9bffff,12,120
892a100ae9bffff,13,152
892a100ae9bffff,14,142
892a100ae9bffff,15,196
892a100ae9bffff,16,210
892a100ae9bffff,17,187
892a100ae9bffff,18,182
892a100ae9bffff,19,135
892a100ae9bffff,20,114
892a100ae9bffff,21,92
892a100ae9bffff,22,80
892a100ae9bffff,23,82
892a100aea7ffff,0,32
892a100aea7ffff,1,23
892a100aea7ffff,2,19
892a100aea7ffff,3,16
892a100aea7ffff,4,62
892a100aea7ffff,5,32
892a100aea7ffff,6,25
892a100aea7ffff,7,133
892a100aea7ffff,8,128
892a100aea7ffff,9,89
892a100aea7ffff,10,76
892a100aea7ffff,11,80
892a100aea7ffff,12,84
892a100aea7ffff,13,123
892a100aea7ffff,14,139
892a100aea7ffff,15,165
892a100aea7ffff,16,177
892a100aea7ffff,17,128
892a100aea7ffff,18,105
892a100aea7ffff,19,95
892a100aea7ffff,20,94
892a100aea7ffff,21,79
892a100aea7ffff,22,51
892a100aea7ffff,23,37
892a100aeb3ffff,0,8
892a100aeb3ffff,1,5
892a100aeb3ffff,3,4
892a100aeb3ffff,4,2
892a100aeb3ffff,5,11
892a100aeb3ffff,6,29
892a100aeb3ffff,7,64
892a100aeb3ffff,8,72
892a100aeb3ffff,9,45
892a100aeb3ffff,10,42
892a100aeb3ffff,11,19
892a100aeb3ffff,12,32
892a100aeb3ffff,13,57
892a100aeb3ffff,14,63
892a100aeb3ffff,15,67
892a100aeb3ffff,16,58
892a100aeb3ffff,17,74
892a100aeb3ffff,18,64
892a100aeb3ffff,19,43
892a100aeb3ffff,20,30
892a100aeb3ffff,21,26
892a100aeb3ffff,22,8
892a100aeb3ffff,23,20
892a100aeb7ffff,0,18
892a100aeb7ffff,1,23
892a100aeb7ffff,2,15
892a100aeb7ffff,3,14
892a100aeb7ffff,4,10
892a100aeb7ffff,5,16
892a100aeb7ffff,6,85
892a100aeb7ffff,7,183
892a100aeb7ffff,8,113
892a100aeb7ffff,9,64
892a100aeb7ffff,10,59
892a100aeb7ffff,11,72
892a100aeb7ffff,12,75
892a100aeb7ffff,13,72
892a100aeb7ffff,14,115
892a100aeb7ffff,15,116
892a100aeb7ffff,16,130
892a100aeb7ffff,17,104
892a100aeb7ffff,18,104
892a100aeb7ffff,19,87
892a100aeb7ffff,20,86
892a100aeb7ffff,21,53
892a100aeb7ffff,22,47
892a100aeb7ffff,23,43
892a100aec7ffff,0,26
892a100aec7ffff,1,16
892a100aec7ffff,2,12
892a100aec7ffff,3,4
892a100aec7ffff,4,6
892a100aec7ffff,5,2
892a100aec7ffff,6,8
892a100aec7ffff,7,37
892a100aec7ffff,8,34
892a100aec7ffff,9,38
892a100aec7ffff,10,27
892a100aec7ffff,11,47
892a100aec7ffff,12,51
892a100aec7ffff,13,59
892a100aec7ffff,14,82
892a100aec7ffff,15,94
892a100aec7ffff,16,107
892a100aec7ffff,17,104
892a100aec7ffff,18,75
892a100aec7ffff,19,58
892a100aec7ffff,20,52
892a100aec7ffff,21,40
892a100aec7ffff,22,43
892a100aec7ffff,23,36
892a100aed7ffff,0,18
892a100aed7ffff,1,18
892a100aed7ffff,2,18
892a100aed7ffff,3,7
892a100aed7ffff,4,5
892a100aed7ffff,5,9
892a100aed7ffff,6,10
892a100aed7ffff,7,35
892a100aed7ffff,8,26
892a100aed7ffff,9,32
892a100aed7ffff,10,28
892a100aed7ffff,11,31
892a100aed7ffff,12,50
892a100aed7ffff,13,95
892a100aed7ffff,14,68
892a100aed7ffff,15,53
892a100aed7ffff,16,70
892a100aed7ffff,17,47
892a100aed7ffff,18,58
892a100aed7ffff,19,33
892a100aed7ffff,20,32
892a100aed7ffff,21,29
892a100aed7ffff,22,27
892a100aed7ffff,23,32
892a100c093ffff,7,1
892a100c093ffff,14,2
892a100c093ffff,15,2
892a100c093ffff,16,2
892a100c093ffff,18,2
892a100c093ffff,20,1
892a100c093ffff,21,1
892a100c093ffff,22,1
892a100c093ffff,23,1
892a100c09bffff,0,15
892a100c09bffff,1,4
