h3_start,hour,trip_count
892a100d08bffff,13,505
892a100d08bffff,14,546
892a100d08bffff,15,577
892a100d08bffff,16,689
892a100d08bffff,17,873
892a100d08bffff,18,884
892a100d08bffff,19,640
892a100d08bffff,20,550
892a100d08bffff,21,398
892a100d08bffff,22,243
892a100d08bffff,23,216
892a100d08fffff,0,1
892a100d08fffff,5,1
892a100d08fffff,6,2
892a100d08fffff,7,1
892a100d08fffff,8,1
892a100d08fffff,10,2
892a100d08fffff,11,1
892a100d08fffff,13,5
892a100d08fffff,14,3
892a100d08fffff,16,4
892a100d08fffff,18,2
892a100d08fffff,19,3
892a100d08fffff,20,2
892a100d08fffff,21,1
892a100d08fffff,22,2
892a100d093ffff,0,43
892a100d093ffff,1,41
892a100d093ffff,2,25
892a100d093ffff,3,16
892a100d093ffff,4,14
892a100d093ffff,5,18
892a100d093ffff,6,79
892a100d093ffff,7,51
892a100d093ffff,8,107
892a100d093ffff,9,195
892a100d093ffff,10,169
892a100d093ffff,11,178
892a100d093ffff,12,185
892a100d093ffff,13,194
892a100d093ffff,14,258
892a100d093ffff,15,318
892a100d093ffff,16,348
892a100d093ffff,17,508
892a100d093ffff,18,417
892a100d093ffff,19,292
892a100d093ffff,20,222
892a100d093ffff,21,145
892a100d093ffff,22,136
892a100d093ffff,23,84
892a100d097ffff,0,1
892a100d097ffff,1,1
892a100d097ffff,6,1
892a100d097ffff,7,1
892a100d097ffff,8,4
892a100d097ffff,9,2
892a100d097ffff,10,3
892a100d097ffff,11,8
892a100d097ffff,12,8
892a100d097ffff,13,11
892a100d097ffff,14,13
892a100d097ffff,15,9
892a100d097ffff,16,7
892a100d097ffff,17,12
892a100d097ffff,18,12
892a100d097ffff,19,8
892a100d097ffff,20,5
892a100d097ffff,21,2
892a100d097ffff,22,5
892a100d097ffff,23,3
892a100d09bffff,0,24
892a100d09bffff,1,34
892a100d09bffff,2,15
892a100d09bffff,3,5
892a100d09bffff,4,5
892a100d09bffff,5,5
892a100d09bffff,6,17
892a100d09bffff,7,54
892a100d09bffff,8,111
892a100d09bffff,9,112
892a100d09bffff,10,135
892a100d09bffff,11,121
892a100d09bffff,12,164
892a100d09bffff,13,194
892a100d09bffff,14,315
892a100d09bffff,15,260
892a100d09bffff,16,248
892a100d09bffff,17,280
892a100d09bffff,18,240
892a100d09bffff,19,167
892a100d09bffff,20,150
892a100d09bffff,21,156
892a100d09bffff,22,80
892a100d09bffff,23,44
892a100d0abffff,0,3
892a100d0abffff,1,5
892a100d0abffff,2,1
892a100d0abffff,5,1
892a100d0abffff,6,9
892a100d0abffff,7,24
892a100d0abffff,8,79
892a100d0abffff,9,53
892a100d0abffff,10,37
892a100d0abffff,11,31
892a100d0abffff,12,41
892a100d0abffff,13,41
892a100d0abffff,14,43
892a100d0abffff,15,51
892a100d0abffff,16,59
892a100d0abffff,17,93
892a100d0abffff,18,80
892a100d0abffff,19,48
892a100d0abffff,20,29
892a100d0abffff,21,21
892a100d0abffff,22,16
892a100d0abffff,23,10
892a100d0b7ffff,6,1
892a100d0b7ffff,7,1
892a100d0b7ffff,12,1
892a100d0b7ffff,13,2
892a100d0b7ffff,14,2
892a100d0b7ffff,15,4
892a100d0b7ffff,16,2
892a100d0b7ffff,17,1
892a100d0b7ffff,21,1
892a100d0bbffff,0,50
892a100d0bbffff,1,28
892a100d0bbffff,2,19
892a100d0bbffff,3,27
892a100d0bbffff,4,23
892a100d0bbffff,5,48
892a100d0bbffff,6,114
892a100d0bbffff,7,305
892a100d0bbffff,8,265
892a100d0bbffff,9,228
892a100d0bbffff,10,146
892a100d0bbffff,11,110
892a100d0bbffff,12,150
892a100d0bbffff,13,151
892a100d0bbffff,14,149
892a100d0bbffff,15,226
892a100d0bbffff,16,292
892a100d0bbffff,17,463
892a100d0bbffff,18,373
892a100d0bbffff,19,146
892a100d0bbffff,20,147
892a100d0bbffff,21,94
892a100d0bbffff,22,95
892a100d0bbffff,23,115
892a100d0d3ffff,0,12
892a100d0d3ffff,1,7
892a100d0d3ffff,2,4
892a100d0d3ffff,3,3
892a100d0d3ffff,4,1
892a100d0d3ffff,5,1
892a100d0d3ffff,6,5
892a100d0d3ffff,7,10
892a100d0d3ffff,8,10
892a100d0d3ffff,9,26
892a100d0d3ffff,10,34
892a100d0d3ffff,11,53
892a100d0d3ffff,12,57
892a100d0d3ffff,13,103
892a100d0d3ffff,14,118
892a100d0d3ffff,15,124
892a100d0d3ffff,16,122
892a100d0d3ffff,17,103
892a100d0d3ffff,18,90
892a100d0d3ffff,19,71
892a100d0d3ffff,20,38
892a100d0d3ffff,21,37
892a100d0d3ffff,22,22
892a100d0d3ffff,23,18
892a100d103ffff,0,78
892a100d103ffff,1,64
892a100d103ffff,2,29
892a100d103ffff,3,22
892a100d103ffff,4,13
892a100d103ffff,5,111
892a100d103ffff,6,298
892a100d103ffff,7,608
892a100d103ffff,8,1018
892a100d103ffff,9,630
892a100d103ffff,10,420
892a100d103ffff,11,540
892a100d103ffff,12,429
892a100d103ffff,13,433
892a100d103ffff,14,448
892a100d103ffff,15,471
892a100d103ffff,16,537
892a100d103ffff,17,661
892a100d103ffff,18,657
892a100d103ffff,19,505
892a100d103ffff,20,310
892a100d103ffff,21,194
892a100d103ffff,22,164
892a100d103ffff,23,131
892a100d107ffff,0,45
892a100d107ffff,1,28
892a100d107ffff,2,21
892a100d107ffff,3,6
892a100d107ffff,4,10
892a100d107ffff,5,12
892a100d107ffff,6,118
892a100d107ffff,7,176
892a100d107ffff,8,476
892a100d107ffff,9,270
892a100d107ffff,10,281
892a100d107ffff,11,250
892a100d107ffff,12,246
892a100d107ffff,13,202
892a100d107ffff,14,252
892a100d107ffff,15,322
892a100d107ffff,16,350
892a100d107ffff,17,462
892a100d107ffff,18,379
892a100d107ffff,19,266
892a100d107ffff,20,163
892a100d107ffff,21,110
892a100d107ffff,22,68
892a100d107ffff,23,42
892a100d10bffff,0,143
892a100d10bffff,1,89
892a100d10bffff,2,77
892a100d10bffff,3,36
892a100d10bffff,4,24
892a100d10bffff,5,40
892a100d10bffff,6,130
892a100d10bffff,7,458
892a100d10bffff,8,607
892a100d10bffff,9,402
892a100d10bffff,10,329
892a100d10bffff,11,344
892a100d10bffff,12,365
892a100d10bffff,13,382
892a100d10bffff,14,384
892a100d10bffff,15,391
892a100d10bffff,16,493
892a100d10bffff,17,547
892a100d10bffff,18,609
892a100d10bffff,19,501
892a100d10bffff,20,374
892a100d10bffff,21,251
892a100d10bffff,22,219
892a100d10bffff,23,214
892a100d10fffff,0,170
892a100d10fffff,1,102
892a100d10fffff,2,69
892a100d10fffff,3,53
892a100d10fffff,4,27
892a100d10fffff,5,149
892a100d10fffff,6,412
892a100d10fffff,7,1232
892a100d10fffff,8,1773
892a100d10fffff,9,1132
892a100d10fffff,10,912
892a100d10fffff,11,831
892a100d10fffff,12,798
892a100d10fffff,13,788
892a100d10fffff,14,839
892a100d10fffff,15,836
892a100d10fffff,16,875
892a100d10fffff,17,1183
892a100d10fffff,18,1316
892a100d10fffff,19,1035
892a100d10fffff,20,655
892a100d10fffff,21,407
892a100d10fffff,22,324
892a100d10fffff,23,255
892a100d117ffff,0,16
892a100d117ffff,1,19
892a100d117ffff,2,11
892a100d117ffff,3,8
892a100d117ffff,4,6
892a100d117ffff,5,26
892a100d117ffff,6,17
892a100d117ffff,7,46
892a100d117ffff,8,79
892a100d117ffff,9,97
892a100d117ffff,10,95
892a100d117ffff,11,67
892a100d117ffff,12,59
892a100d117ffff,13,65
892a100d117ffff,14,97
892a100d117ffff,15,100
892a100d117ffff,16,72
892a100d117ffff,17,103
892a100d117ffff,18,81
892a100d117ffff,19,94
892a100d117ffff,20,69
892a100d117ffff,21,39
892a100d117ffff,22,40
892a100d117ffff,23,28
892a100d11bffff,0,181
892a100d11bffff,1,119
892a100d11bffff,2,70
892a100d11bffff,3,38
892a100d11bffff,4,23
892a100d11bffff,5,57
892a100d11bffff,6,281
892a100d11bffff,7,589
892a100d11bffff,8,1022
892a100d11bffff,9,749
892a100d11bffff,10,589
892a100d11bffff,11,632
892a100d11bffff,12,626
892a100d11bffff,13,611
892a100d11bffff,14,603
892a100d11bffff,15,604
892a100d11bffff,16,701
892a100d11bffff,17,844
892a100d11bffff,18,938
892a100d11bffff,19,707
892a100d11bffff,20,446
892a100d11bffff,21,334
892a100d11bffff,22,303
892a100d11bffff,23,271
892a100d123ffff,0,35
892a100d123ffff,1,17
892a100d123ffff,2,12
892a100d123ffff,3,14
892a100d123ffff,4,8
892a100d123ffff,5,21
892a100d123ffff,6,71
892a100d123ffff,7,76
892a100d123ffff,8,168
892a100d123ffff,9,182
892a100d123ffff,10,110
892a100d123ffff,11,112
892a100d123ffff,12,125
892a100d123ffff,13,133
892a100d123ffff,14,147
892a100d123ffff,15,149
892a100d123ffff,16,180
892a100d123ffff,17,189
892a100d123ffff,18,221
892a100d123ffff,19,176
892a100d123ffff,20,102
892a100d123ffff,21,70
892a100d123ffff,22,118
892a100d123ffff,23,88
892a100d127ffff,0,151
892a100d127ffff,1,103
892a100d127ffff,2,99
892a100d127ffff,3,109
892a100d127ffff,4,79
892a100d127ffff,5,55
892a100d127ffff,6,170
892a100d127ffff,7,362
892a100d127ffff,8,610
892a100d127ffff,9,527
892a100d127ffff,10,538
892a100d127ffff,11,562
892a100d127ffff,12,633
892a100d127ffff,13,672
892a100d127ffff,14,705
892a100d127ffff,15,834
892a100d127ffff,16,890
892a100d127ffff,17,1196
892a100d127ffff,18,1208
892a100d127ffff,19,1010
892a100d127ffff,20,588
892a100d127ffff,21,428
892a100d127ffff,22,322
892a100d127ffff,23,265
892a100d12bffff,0,110
892a100d12bffff,1,61
892a100d12bffff,2,40
892a100d12bffff,3,18
892a100d12bffff,4,15
892a100d12bffff,5,38
892a100d12bffff,6,64
892a100d12bffff,7,137
892a100d12bffff,8,289
892a100d12bffff,9,320
892a100d12bffff,10,354
892a100d12bffff,11,349
892a100d12bffff,12,406
892a100d12bffff,13,409
892a100d12bffff,14,442
892a100d12bffff,15,409
892a100d12bffff,16,457
892a100d12bffff,17,554
892a100d12bffff,18,580
892a100d12bffff,19,499
892a100d12bffff,20,299
892a100d12bffff,21,213
892a100d12bffff,22,200
892a100d12bffff,23,175
892a100d133ffff,0,47
892a100d133ffff,1,37
892a100d133ffff,2,10
892a100d133ffff,3,4
892a100d133ffff,4,5
892a100d133ffff,5,3
892a100d133ffff,6,50
892a100d133ffff,7,50
892a100d133ffff,8,105
892a100d133ffff,9,93
892a100d133ffff,10,70
892a100d133ffff,11,70
892a100d133ffff,12,60
892a100d133ffff,13,62
892a100d133ffff,14,93
892a100d133ffff,15,76
892a100d133ffff,16,134
892a100d133ffff,17,80
892a100d133ffff,18,116
892a100d133ffff,19,93
892a100d133ffff,20,55
892a100d133ffff,21,44
892a100d133ffff,22,199
892a100d133ffff,23,110
892a100d137ffff,0,17
892a100d137ffff,1,13
892a100d137ffff,2,6
892a100d137ffff,3,48
892a100d137ffff,4,20
892a100d137ffff,5,10
892a100d137ffff,6,26
892a100d137ffff,7,57
892a100d137ffff,8,121
892a100d137ffff,9,102
892a100d137ffff,10,71
892a100d137ffff,11,112
892a100d137ffff,12,125
892a100d137ffff,13,140
892a100d137ffff,14,126
892a100d137ffff,15,155
892a100d137ffff,16,175
892a100d137ffff,17,193
892a100d137ffff,18,196
892a100d137ffff,19,150
892a100d137ffff,20,98
892a100d137ffff,21,32
892a100d137ffff,22,37
892a100d137ffff,23,15
892a100d13bffff,0,67
892a100d13bffff,1,56
892a100d13bffff,2,37
892a100d13bffff,3,23
892a100d13bffff,4,11
892a100d13bffff,5,32
892a100d13bffff,6,208
892a100d13bffff,7,327
892a100d13bffff,8,447
892a100d13bffff,9,349
892a100d13bffff,10,258
892a100d13bffff,11,290
892a100d13bffff,12,259
892a100d13bffff,13,277
892a100d13bffff,14,247
892a100d13bffff,15,251
892a100d13bffff,16,253
892a100d13bffff,17,383
892a100d13bffff,18,488
892a100d13bffff,19,469
892a100d13bffff,20,256
892a100d13bffff,21,128
892a100d13bffff,22,150
892a100d13bffff,23,123
892a100d143ffff,0,238
892a100d143ffff,1,184
892a100d143ffff,2,170
892a100d143ffff,3,97
892a100d143ffff,4,62
892a100d143ffff,5,38
892a100d143ffff,6,192
892a100d143ffff,7,333
892a100d143ffff,8,749
892a100d143ffff,9,716
892a100d143ffff,10,655
892a100d143ffff,11,706
892a100d143ffff,12,752
892a100d143ffff,13,763
892a100d143ffff,14,788
892a100d143ffff,15,715
892a100d143ffff,16,816
892a100d143ffff,17,918
892a100d143ffff,18,964
892a100d143ffff,19,853
892a100d143ffff,20,573
892a100d143ffff,21,414
892a100d143ffff,22,363
892a100d143ffff,23,317
892a100d147ffff,0,325
892a100d147ffff,1,229
892a100d147ffff,2,154
892a100d147ffff,3,82
892a100d147ffff,4,40
892a100d147ffff,5,26
892a100d147ffff,6,165
892a100d147ffff,7,428
892a100d147ffff,8,882
892a100d147ffff,9,632
892a100d147ffff,10,661
892a100d147ffff,11,694
892a100d147ffff,12,757
892a100d147ffff,13,911
892a100d147ffff,14,884
892a100d147ffff,15,873
892a100d147ffff,16,984
892a100d147ffff,17,1205
892a100d147ffff,18,1269
892a100d147ffff,19,1106
892a100d147ffff,20,765
892a100d147ffff,21,619
892a100d147ffff,22,621
892a100d147ffff,23,507
892a100d14bffff,0,159
892a100d14bffff,1,122
892a100d14bffff,2,84
892a100d14bffff,3,66
892a100d14bffff,4,41
892a100d14bffff,5,33
892a100d14bffff,6,233
892a100d14bffff,7,406
892a100d14bffff,8,820
892a100d14bffff,9,828
892a100d14bffff,10,548
892a100d14bffff,11,669
892a100d14bffff,12,760
892a100d14bffff,13,815
892a100d14bffff,14,883
892a100d14bffff,15,941
892a100d14bffff,16,908
892a100d14bffff,17,1095
892a100d14bffff,18,1083
892a100d14bffff,19,823
892a100d14bffff,20,590
892a100d14bffff,21,467
892a100d14bffff,22,410
892a100d14bffff,23,340
892a100d14fffff,0,111
892a100d14fffff,1,66
892a100d14fffff,2,36
892a100d14fffff,3,29
892a100d14fffff,4,17
892a100d14fffff,5,9
892a100d14fffff,6,24
892a100d14fffff,7,81
892a100d14fffff,8,313
892a100d14fffff,9,203
892a100d14fffff,10,238
892a100d14fffff,11,239
892a100d14fffff,12,269
892a100d14fffff,13,345
892a100d14fffff,14,342
892a100d14fffff,15,379
892a100d14fffff,16,335
892a100d14fffff,17,419
892a100d14fffff,18,463
892a100d14fffff,19,506
892a100d14fffff,20,365
892a100d14fffff,21,288
892a100d14fffff,22,235
892a100d14fffff,23,175
892a100d153ffff,0,7
892a100d153ffff,1,9
892a100d153ffff,2,4
892a100d153ffff,3,6
892a100d153ffff,4,1
892a100d153ffff,5,4
892a100d153ffff,6,10
892a100d153ffff,7,25
892a100d153ffff,8,51
892a100d153ffff,9,28
892a100d153ffff,10,38
892a100d153ffff,11,32
892a100d153ffff,12,29
892a100d153ffff,13,37
892a100d153ffff,14,33
892a100d153ffff,15,25
892a100d153ffff,16,33
892a100d153ffff,17,58
892a100d153ffff,18,56
892a100d153ffff,19,33
892a100d153ffff,20,26
892a100d153ffff,21,10
892a100d153ffff,22,11
892a100d153ffff,23,11
892a100d15bffff,0,222
892a100d15bffff,1,137
892a100d15bffff,2,89
892a100d15bffff,3,47
892a100d15bffff,4,41
892a100d15bffff,5,48
892a100d15bffff,6,246
892a100d15bffff,7,365
892a100d15bffff,8,535
892a100d15bffff,9,613
892a100d15bffff,10,525
892a100d15bffff,11,584
892a100d15bffff,12,627
892a100d15bffff,13,683
892a100d15bffff,14,642
892a100d15bffff,15,692
892a100d15bffff,16,731
892a100d15bffff,17,891
892a100d15bffff,18,1000
892a100d15bffff,19,855
892a100d15bffff,20,586
892a100d15bffff,21,489
892a100d15bffff,22,516
892a100d15bffff,23,383
892a100d163ffff,0,266
892a100d163ffff,1,138
892a100d163ffff,2,83
892a100d163ffff,3,52
892a100d163ffff,4,62
892a100d163ffff,5,36
892a100d163ffff,6,216
892a100d163ffff,7,820
892a100d163ffff,8,1142
892a100d163ffff,9,891
892a100d163ffff,10,915
892a100d163ffff,11,1053
892a100d163ffff,12,1085
892a100d163ffff,13,1259
892a100d163ffff,14,1137
892a100d163ffff,15,1087
892a100d163ffff,16,1137
892a100d163ffff,17,1449
892a100d163ffff,18,1658
892a100d163ffff,19,1724
892a100d163ffff,20,1440
892a100d163ffff,21,856
892a100d163ffff,22,744
892a100d163ffff,23,557
892a100d167ffff,0,222
892a100d167ffff,1,112
892a100d167ffff,2,76
892a100d167ffff,3,43
892a100d167ffff,4,50
892a100d167ffff,5,52
892a100d167ffff,6,182
892a100d167ffff,7,257
892a100d167ffff,8,372
892a100d167ffff,9,361
892a100d167ffff,10,318
892a100d167ffff,11,359
892a100d167ffff,12,426
892a100d167ffff,13,418
892a100d167ffff,14,392
892a100d167ffff,15,398
892a100d167ffff,16,430
892a100d167ffff,17,624
892a100d167ffff,18,634
892a100d167ffff,19,545
892a100d167ffff,20,431
892a100d167ffff,21,284
892a100d167ffff,22,234
892a100d167ffff,23,263
892a100d16bffff,0,286
892a100d16bffff,1,171
892a100d16bffff,2,92
892a100d16bffff,3,59
892a100d16bffff,4,43
892a100d16bffff,5,29
892a100d16bffff,6,98
892a100d16bffff,7,339
892a100d16bffff,8,518
892a100d16bffff,9,554
892a100d16bffff,10,480
892a100d16bffff,11,517
892a100d16bffff,12,647
892a100d16bffff,13,726
892a100d16bffff,14,717
892a100d16bffff,15,757
892a100d16bffff,16,792
892a100d16bffff,17,1081
892a100d16bffff,18,1223
892a100d16bffff,19,951
892a100d16bffff,20,686
892a100d16bffff,21,543
892a100d16bffff,22,539
892a100d16bffff,23,390
892a100d16fffff,0,190
892a100d16fffff,1,124
892a100d16fffff,2,83
892a100d16fffff,3,50
892a100d16fffff,4,28
892a100d16fffff,5,20
892a100d16fffff,6,107
892a100d16fffff,7,177
892a100d16fffff,8,198
892a100d16fffff,9,238
892a100d16fffff,10,201
892a100d16fffff,11,247
892a100d16fffff,12,279
892a100d16fffff,13,280
892a100d16fffff,14,331
892a100d16fffff,15,313
892a100d16fffff,16,303
892a100d16fffff,17,446
892a100d16fffff,18,484
892a100d16fffff,19,494
892a100d16fffff,20,352
892a100d16fffff,21,300
892a100d16fffff,22,337
892a100d16fffff,23,253
892a100d173ffff,0,61
892a100d173ffff,1,31
892a100d173ffff,2,24
892a100d173ffff,3,12
892a100d173ffff,4,15
892a100d173ffff,5,16
892a100d173ffff,6,60
892a100d173ffff,7,185
892a100d173ffff,8,335
892a100d173ffff,9,196
892a100d173ffff,10,177
892a100d173ffff,11,211
892a100d173ffff,12,201
892a100d173ffff,13,225
892a100d173ffff,14,219
892a100d173ffff,15,218
892a100d173ffff,16,233
892a100d173ffff,17,278
892a100d173ffff,18,321
892a100d173ffff,19,266
892a100d173ffff,20,203
892a100d173ffff,21,113
892a100d173ffff,22,130
892a100d173ffff,23,100
892a100d177ffff,0,85
892a100d177ffff,1,61
892a100d177ffff,2,40
892a100d177ffff,3,29
892a100d177ffff,4,15
892a100d177ffff,5,30
892a100d177ffff,6,80
892a100d177ffff,7,167
892a100d177ffff,8,251
892a100d177ffff,9,208
892a100d177ffff,10,206
892a100d177ffff,11,183
892a100d177ffff,12,220
892a100d177ffff,13,220
892a100d177ffff,14,205
892a100d177ffff,15,220
892a100d177ffff,16,229
892a100d177ffff,17,319
892a100d177ffff,18,357
892a100d177ffff,19,279
892a100d177ffff,20,217
892a100d177ffff,21,141
892a100d177ffff,22,132
892a100d177ffff,23,126
892a100d17bffff,0,545
892a100d17bffff,1,287
892a100d17bffff,2,211
892a100d17bffff,3,108
892a100d17bffff,4,60
892a100d17bffff,5,67
892a100d17bffff,6,201
892a100d17bffff,7,533
892a100d17bffff,8,1269
892a100d17bffff,9,1040
892a100d17bffff,10,948
892a100d17bffff,11,1120
892a100d17bffff,12,1199
892a100d17bffff,13,1450
892a100d17bffff,14,1377
892a100d17bffff,15,1412
892a100d17bffff,16,1514
892a100d17bffff,17,1845
892a100d17bffff,18,2040
892a100d17bffff,19,1810
892a100d17bffff,20,1437
892a100d17bffff,21,1194
892a100d17bffff,22,1054
892a100d17bffff,23,829
892a100d18bffff,0,3
892a100d18bffff,1,2
892a100d18bffff,2,2
892a100d18bffff,5,4
892a100d18bffff,6,8
892a100d18bffff,7,15
892a100d18bffff,8,21
892a100d18bffff,9,26
892a100d18bffff,10,21
892a100d18bffff,11,20
892a100d18bffff,12,15
892a100d18bffff,13,18
892a100d18bffff,14,13
892a100d18bffff,15,25
892a100d18bffff,16,36
892a100d18bffff,17,23
892a100d18bffff,18,42
892a100d18bffff,19,28
892a100d18bffff,20,27
892a100d18bffff,21,10
892a100d18bffff,22,9
892a100d18bffff,23,3
892a100d1c3ffff,0,11
892a100d1c3ffff,1,4
892a100d1c3ffff,2,5
892a100d1c3ffff,3,6
892a100d1c3ffff,6,4
892a100d1c3ffff,7,20
892a100d1c3ffff,8,45
892a100d1c3ffff,9,57
892a100d1c3ffff,10,30
892a100d1c3ffff,11,39
892a100d1c3ffff,12,45
892a100d1c3ffff,13,56
892a100d1c3ffff,14,72
892a100d1c3ffff,15,88
892a100d1c3ffff,16,96
892a100d1c3ffff,17,78
892a100d1c3ffff,18,94
892a100d1c3ffff,19,74
892a100d1c3ffff,20,61
892a100d1c3ffff,21,35
892a100d1c3ffff,22,18
892a100d1c3ffff,23,10
892a100d1cfffff,0,25
892a100d1cfffff,1,15
892a100d1cfffff,2,12
892a100d1cfffff,3,6
892a100d1cfffff,4,5
892a100d1cfffff,5,8
892a100d1cfffff,6,36
892a100d1cfffff,7,141
892a100d1cfffff,8,267
892a100d1cfffff,9,212
892a100d1cfffff,10,151
892a100d1cfffff,11,193
892a100d1cfffff,12,195
892a100d1cfffff,13,240
892a100d1cfffff,14,205
892a100d1cfffff,15,232
892a100d1cfffff,16,320
892a100d1cfffff,17,438
892a100d1cfffff,18,435
892a100d1cfffff,19,259
892a100d1cfffff,20,155
892a100d1cfffff,21,120
892a100d1cfffff,22,83
892a100d1cfffff,23,49
892a100d203ffff,0,457
892a100d203ffff,1,235
892a100d203ffff,2,179
892a100d203ffff,3,72
892a100d203ffff,4,73
892a100d203ffff,5,91
892a100d203ffff,6,541
892a100d203ffff,7,1369
892a100d203ffff,8,2618
892a100d203ffff,9,2566
892a100d203ffff,10,2390
892a100d203ffff,11,2871
892a100d203ffff,12,3515
892a100d203ffff,13,4103
892a100d203ffff,14,4381
892a100d203ffff,15,4506
892a100d203ffff,16,5125
892a100d203ffff,17,7287
892a100d203ffff,18,6583
892a100d203ffff,19,3795
892a100d203ffff,20,2224
892a100d203ffff,21,1543
892a100d203ffff,22,1207
892a100d203ffff,23,770
892a100d207ffff,0,526
892a100d207ffff,1,323
892a100d207ffff,2,208
892a100d207ffff,3,130
892a100d207ffff,4,64
892a100d207ffff,5,218
892a100d207ffff,6,756
892a100d207ffff,7,1576
892a100d207ffff,8,2693
892a100d207ffff,9,2368
892a100d207ffff,10,1907
892a100d207ffff,11,2136
892a100d207ffff,12,2415
892a100d207ffff,13,2153
892a100d207ffff,14,2431
892a100d207ffff,15,2807
892a100d207ffff,16,2907
892a100d207ffff,17,3693
892a100d207ffff,18,3480
892a100d207ffff,19,2745
892a100d207ffff,20,1847
892a100d207ffff,21,1311
892a100d207ffff,22,967
892a100d207ffff,23,799
892a100d20fffff,0,536
892a100d20fffff,1,281
892a100d20fffff,2,181
892a100d20fffff,3,95
892a100d20fffff,4,67
892a100d20fffff,5,149
892a100d20fffff,6,665
892a100d20fffff,7,1402
892a100d20fffff,8,2965
892a100d20fffff,9,3177
892a100d20fffff,10,2968
892a100d20fffff,11,3483
892a100d20fffff,12,4213
892a100d20fffff,13,4402
892a100d20fffff,14,4813
892a100d20fffff,15,4930
892a100d20fffff,16,5866
892a100d20fffff,17,8174
892a100d20fffff,18,7981
892a100d20fffff,19,4942
892a100d20fffff,20,2919
892a100d20fffff,21,1916
892a100d20fffff,22,1220
892a100d20fffff,23,904
892a100d213ffff,0,264
892a100d213ffff,1,151
892a100d213ffff,2,88
892a100d213ffff,3,46
892a100d213ffff,4,47
892a100d213ffff,5,48
892a100d213ffff,6,219
892a100d213ffff,7,537
892a100d213ffff,8,1083
892a100d213ffff,9,1076
892a100d213ffff,10,1005
892a100d213ffff,11,1193
892a100d213ffff,12,1301
892a100d213ffff,13,1521
892a100d213ffff,14,1453
892a100d213ffff,15,1516
892a100d213ffff,16,1765
892a100d213ffff,17,2523
892a100d213ffff,18,2313
892a100d213ffff,19,1485
892a100d213ffff,20,954
892a100d213ffff,21,731
892a100d213ffff,22,538
892a100d213ffff,23,432
892a100d217ffff,0,515
892a100d217ffff,1,296
892a100d217ffff,2,193
892a100d217ffff,3,122
892a100d217ffff,4,105
892a100d217ffff,5,307
892a100d217ffff,6,723
892a100d217ffff,7,1780
892a100d217ffff,8,3026
892a100d217ffff,9,2728
892a100d217ffff,10,2131
892a100d217ffff,11,2186
892a100d217ffff,12,2472
892a100d217ffff,13,2715
892a100d217ffff,14,2732
892a100d217ffff,15,2995
892a100d217ffff,16,3387
892a100d217ffff,17,4844
892a100d217ffff,18,4234
892a100d217ffff,19,2901
892a100d217ffff,20,1976
892a100d217ffff,21,1567
892a100d217ffff,22,1187
892a100d217ffff,23,807
892a100d21bffff,0,487
892a100d21bffff,1,271
892a100d21bffff,2,170
892a100d21bffff,3,108
892a100d21bffff,4,63
892a100d21bffff,5,90
892a100d21bffff,6,469
892a100d21bffff,7,1008
892a100d21bffff,8,2016
892a100d21bffff,9,2014
892a100d21bffff,10,1504
892a100d21bffff,11,1565
892a100d21bffff,12,1931
892a100d21bffff,13,1913
892a100d21bffff,14,1928
892a100d21bffff,15,2076
892a100d21bffff,16,2450
892a100d21bffff,17,3681
892a100d21bffff,18,3530
892a100d21bffff,19,2514
892a100d21bffff,20,1609
892a100d21bffff,21,1180
892a100d21bffff,22,875
892a100d21bffff,23,660
892a100d223ffff,0,406
892a100d223ffff,1,263
892a100d223ffff,2,208
892a100d223ffff,3,93
892a100d223ffff,4,159
892a100d223ffff,5,274
892a100d223ffff,6,913
892a100d223ffff,7,1642
892a100d223ffff,8,2920
892a100d223ffff,9,2326
892a100d223ffff,10,1812
892a100d223ffff,11,1800
892a100d223ffff,12,1984
892a100d223ffff,13,2004
892a100d223ffff,14,1934
892a100d223ffff,15,2245
892a100d223ffff,16,2589
892a100d223ffff,17,2873
892a100d223ffff,18,2730
892a100d223ffff,19,2197
892a100d223ffff,20,1596
892a100d223ffff,21,1200
892a100d223ffff,22,979
892a100d223ffff,23,721
892a100d227ffff,0,849
892a100d227ffff,1,523
892a100d227ffff,2,397
892a100d227ffff,3,276
892a100d227ffff,4,184
892a100d227ffff,5,368
892a100d227ffff,6,944
892a100d227ffff,7,1663
892a100d227ffff,8,2874
892a100d227ffff,9,3034
892a100d227ffff,10,1979
892a100d227ffff,11,1977
892a100d227ffff,12,2323
892a100d227ffff,13,2420
892a100d227ffff,14,2400
892a100d227ffff,15,2609
892a100d227ffff,16,2832
892a100d227ffff,17,3062
892a100d227ffff,18,3098
892a100d227ffff,19,2702
892a100d227ffff,20,2047
892a100d227ffff,21,1695
892a100d227ffff,22,1539
892a100d227ffff,23,1199
892a100d22bffff,0,868
892a100d22bffff,1,568
892a100d22bffff,2,321
892a100d22bffff,3,208
892a100d22bffff,4,193
892a100d22bffff,5,282
892a100d22bffff,6,615
892a100d22bffff,7,1403
892a100d22bffff,8,2729
892a100d22bffff,9,2720
892a100d22bffff,10,2799
892a100d22bffff,11,3081
892a100d22bffff,12,3813
892a100d22bffff,13,3921
892a100d22bffff,14,4120
892a100d22bffff,15,4538
892a100d22bffff,16,5023
